[constructive_heuristic] best sol improved: score=45, dist=23.604575898006413, Solution(n=150, next=[30, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 149, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1930, dist=229.02800037499986, Solution(n=150, next=[27, 8, 125, None, 1, None, 76, None, 69, 46, None, 90, 2, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, 62, None, 77, 39, None, 142, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 50, None, None, 41, 101, 85, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 65, None, 71, 149, 126, 32, None, None, 96, None, None, None, None, None, None, None, None, 94, 102, None, None, 16, 19, None, None, None, 127, 99, 36, 53, 12, 86, None, None, None, None, None, None, 9, 129, None, 61, None, 66, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1930, dist=227.14777252770722, Solution(n=150, next=[27, 8, 125, None, 1, None, 76, None, 69, 46, None, 90, 2, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, 62, None, 77, 39, None, 66, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 50, None, None, 41, 101, 85, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, None, None, None, None, None, None, None, 94, 102, None, None, 16, 19, None, None, None, 127, 99, 36, 53, 12, 86, None, None, None, None, None, None, 9, 129, None, 61, None, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1940, dist=229.80357846471068, Solution(n=150, next=[27, 8, 125, None, 1, None, 76, None, 69, 46, None, 90, 2, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, 62, None, 77, 39, None, 66, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 50, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, None, None, 94, 102, None, None, 16, 19, None, None, None, 127, 99, 36, 53, 12, 86, None, None, None, None, None, None, 9, 129, None, 61, None, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1940, dist=229.0738291786095, Solution(n=150, next=[27, 8, 125, None, 1, None, 76, None, 69, 46, None, 90, 2, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, 62, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 129, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, None, None, 94, 102, None, None, 16, 19, None, None, None, 127, 99, 36, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, None, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1940, dist=229.00630296741042, Solution(n=150, next=[27, 8, 125, None, 1, None, 76, None, 69, 46, None, 90, 129, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, 62, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 12, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, None, None, 94, 102, None, None, 16, 19, None, None, None, 127, 99, 36, 53, 2, 86, None, None, None, None, None, None, 9, 66, None, 61, None, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1940, dist=228.88421029615535, Solution(n=150, next=[27, 8, 127, None, 1, None, 76, None, 69, 46, None, 90, 129, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, 62, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 125, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, None, None, 94, 102, None, None, 16, 19, None, None, None, 12, 99, 36, 53, 2, 86, None, None, None, None, None, None, 9, 66, None, 61, None, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1940, dist=227.2114808863461, Solution(n=150, next=[27, 8, 36, None, 1, None, 76, None, 69, 46, None, 90, 129, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, 62, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, None, None, 94, 102, None, None, 16, 19, None, None, None, 12, 99, 125, 53, 2, 86, None, None, None, None, None, None, 9, 66, None, 61, None, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1950, dist=229.92950218314976, Solution(n=150, next=[114, 8, 36, None, 1, None, 76, None, 69, 46, None, 90, 129, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, 62, None, 94, 102, None, None, 16, 19, None, None, None, 12, 99, 125, 53, 2, 86, None, None, None, None, None, None, 9, 66, None, 61, None, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1960, dist=229.94088946680642, Solution(n=150, next=[114, 8, 36, None, 1, None, 76, None, 69, 46, None, 90, 129, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, 141, None, 94, 102, None, None, 16, 19, None, None, None, 12, 99, 125, 53, 2, 86, None, None, None, None, None, None, 9, 66, None, 61, 62, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1960, dist=229.78294387111643, Solution(n=150, next=[114, 8, 12, None, 1, None, 76, None, 69, 46, None, 90, 129, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, 141, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 36, 86, None, None, None, None, None, None, 9, 66, None, 61, 62, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1960, dist=228.9879393958298, Solution(n=150, next=[114, 8, 129, None, 1, None, 76, None, 69, 46, None, 90, 36, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, None, 50, 25, 4, None, 11, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 126, 32, None, None, 96, None, 85, None, None, None, None, 141, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 62, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1960, dist=227.70714583728147, Solution(n=150, next=[114, 8, 129, None, 1, None, 76, None, 69, 46, None, 90, 11, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, None, 50, 25, 4, None, 126, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 36, 32, None, None, 96, None, 85, None, None, None, None, 141, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 62, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1970, dist=229.31404611496032, Solution(n=150, next=[114, 8, 129, None, 1, None, 76, None, 69, 46, None, 90, 11, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 50, 25, 4, None, 126, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 36, 32, None, None, 96, None, 85, None, None, None, None, 141, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 31, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1970, dist=229.271881237639, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 90, 11, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 50, 25, 4, None, 126, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 36, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1970, dist=228.03677603862533, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 36, 90, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 50, 25, 4, None, 126, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 149, 11, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1975, dist=229.3602727590392, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 36, 98, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 50, 25, 4, None, 126, None, None, 60, 34, 140, 87, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, 90, 142, None, 71, 149, 11, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1975, dist=225.23768051945515, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 36, 98, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 50, 25, 4, None, 126, None, None, 60, 34, 140, 32, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 87, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, 90, 142, None, 71, 149, 11, 42, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, None, None, None, None, None, None])
[local_search] best sol improved: score=1995, dist=229.84499609900953, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 36, 98, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 50, 25, 4, None, 126, None, None, 60, 34, 140, 32, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 87, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, 90, 142, None, 71, 144, 11, 42, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, 149, None, None, None, None, None])
[local_search] best sol improved: score=1995, dist=227.0828162228382, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 36, 98, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 42, 25, 4, None, 126, None, None, 60, 34, 140, 50, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 87, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, 90, 142, None, 71, 144, 11, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, 149, None, None, None, None, None])
[local_search] best sol improved: score=2005, dist=229.79264810238695, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 36, 64, None, 137, 70, 107, None, None, 40, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 42, 25, 4, None, 126, None, None, 60, 34, 140, 50, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, 90, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 87, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 144, 11, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, 149, None, None, None, None, None])
[local_search] best sol improved: score=2005, dist=229.65687652267852, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 40, None, 36, 64, None, 137, 70, 107, None, None, 34, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 42, 25, 4, None, 126, None, None, 60, 46, 140, 50, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, 90, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 87, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, None, 142, None, 71, 144, 11, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, 149, None, None, None, None, None])
[local_search] best sol improved: score=2010, dist=229.95553868508168, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 40, None, 36, 64, None, 137, 70, 107, None, None, 34, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 42, 25, 4, None, 126, None, None, 60, 46, 140, 50, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, 98, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 87, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, 90, 142, None, 71, 144, 11, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, 149, None, None, None, None, None])
[local_search] best sol improved: score=2010, dist=228.26072315540526, Solution(n=150, next=[141, 8, 129, None, 1, None, 76, None, 69, 46, None, 36, 64, None, 137, 70, 107, None, None, 34, None, None, None, None, None, 121, None, None, None, 77, 39, 62, 42, 25, 40, None, 126, None, None, 60, 4, 140, 50, None, None, None, 6, None, 143, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, 98, 48, 127, None, None, 41, 101, 109, 116, None, 120, None, 33, 130, None, None, None, 87, None, None, None, 128, 117, 14, None, None, 72, None, None, None, 95, 103, 138, None, 90, 142, None, 71, 144, 11, 32, None, None, 96, None, 85, None, None, None, None, 31, None, 94, 102, None, None, 16, 19, None, None, None, 2, 99, 125, 53, 12, 86, None, None, None, None, None, None, 9, 66, None, 61, 114, 65, 104, 149, None, None, None, None, None])
