instance,config,score,dist,time
cemb_300_150,ilp,50,148.99,0.01
cemb_300_150,ilp,110,109.31,1.18
cemb_300_150,ilp,135,111.09,1.34
cemb_300_150,ilp,185,119.04,1.40
cemb_300_150,ilp,275,126.93,1.46
cemb_300_150,ilp,340,132.01,1.52
cemb_300_150,ilp,370,136.05,1.59
cemb_300_150,ilp,375,137.58,1.69
cemb_300_150,ilp,380,143.88,1.77
cemb_300_150,ilp,390,145.91,1.86
cemb_300_150,ilp,395,148.58,1.95
cemb_300_150,ilp,400,148.40,2.03
cemb_300_150,ilp,425,149.17,2.36
cemb_300_150,ilp,425,149.17,3.13
cemb_300_150,ilp,400,148.40,3.22
cemb_300_150,ilp,395,148.58,3.31
cemb_300_150,ilp,425,149.17,3.78
cemb_300_150,ilp,400,148.40,3.88
cemb_300_150,ilp,395,148.58,3.97
cemb_300_150,ilp,425,149.17,4.41
cemb_300_150,ilp,400,148.40,4.51
cemb_300_150,ilp,395,148.58,4.59
cemb_300_150,ilp,425,149.17,4.94
cemb_300_150,ilp,400,148.40,5.02
cemb_300_150,ilp,395,148.58,5.10
cemb_300_150,ilp,435,149.64,5.51
cemb_300_150,ilp,440,148.73,5.60
cemb_300_150,ilp,450,149.16,5.82
