instance,config,score,dist,time
cemb_150_290,tabu-int,45,23.60,0.00
cemb_150_290,tabu-int,85,23.62,0.09
cemb_150_290,tabu-int,125,23.73,0.11
cemb_150_290,tabu-int,175,25.02,0.14
cemb_150_290,tabu-int,205,25.91,0.16
cemb_150_290,tabu-int,210,26.39,0.19
cemb_150_290,tabu-int,235,29.58,0.22
cemb_150_290,tabu-int,260,30.96,0.24
cemb_150_290,tabu-int,310,37.44,0.27
cemb_150_290,tabu-int,325,37.67,0.30
cemb_150_290,tabu-int,350,40.93,0.33
cemb_150_290,tabu-int,390,45.71,0.36
cemb_150_290,tabu-int,410,46.73,0.39
cemb_150_290,tabu-int,445,47.70,0.43
cemb_150_290,tabu-int,460,49.06,0.46
cemb_150_290,tabu-int,510,55.41,0.49
cemb_150_290,tabu-int,555,57.79,0.53
cemb_150_290,tabu-int,590,59.16,0.57
cemb_150_290,tabu-int,635,63.72,0.61
cemb_150_290,tabu-int,665,66.45,0.65
cemb_150_290,tabu-int,715,71.97,0.68
cemb_150_290,tabu-int,765,78.55,0.73
cemb_150_290,tabu-int,785,78.69,0.77
cemb_150_290,tabu-int,830,86.04,0.81
cemb_150_290,tabu-int,845,87.24,0.85
cemb_150_290,tabu-int,855,88.10,0.90
cemb_150_290,tabu-int,870,89.66,0.94
cemb_150_290,tabu-int,895,92.98,0.99
cemb_150_290,tabu-int,900,93.10,1.03
cemb_150_290,tabu-int,950,97.22,1.08
cemb_150_290,tabu-int,985,102.68,1.13
cemb_150_290,tabu-int,1000,102.71,1.18
cemb_150_290,tabu-int,1050,110.52,1.23
cemb_150_290,tabu-int,1095,118.10,1.29
cemb_150_290,tabu-int,1110,118.16,1.34
cemb_150_290,tabu-int,1135,122.72,1.39
cemb_150_290,tabu-int,1150,124.35,1.45
cemb_150_290,tabu-int,1185,132.02,1.50
cemb_150_290,tabu-int,1190,132.03,1.55
cemb_150_290,tabu-int,1240,138.76,1.61
cemb_150_290,tabu-int,1285,146.26,1.67
cemb_150_290,tabu-int,1335,150.08,1.73
cemb_150_290,tabu-int,1340,150.44,1.79
cemb_150_290,tabu-int,1375,155.36,1.85
cemb_150_290,tabu-int,1400,159.06,1.91
cemb_150_290,tabu-int,1405,159.34,1.97
cemb_150_290,tabu-int,1410,160.45,2.04
cemb_150_290,tabu-int,1450,169.32,2.11
cemb_150_290,tabu-int,1455,169.36,2.17
cemb_150_290,tabu-int,1485,169.84,2.24
cemb_150_290,tabu-int,1525,176.86,2.30
cemb_150_290,tabu-int,1565,184.83,2.37
cemb_150_290,tabu-int,1575,184.86,2.44
cemb_150_290,tabu-int,1605,190.93,2.51
cemb_150_290,tabu-int,1645,197.39,2.58
cemb_150_290,tabu-int,1670,198.97,2.65
cemb_150_290,tabu-int,1695,201.40,2.72
cemb_150_290,tabu-int,1725,203.40,2.79
cemb_150_290,tabu-int,1740,205.53,2.87
cemb_150_290,tabu-int,1765,210.32,2.94
cemb_150_290,tabu-int,1775,210.36,3.02
cemb_150_290,tabu-int,1800,215.48,3.09
cemb_150_290,tabu-int,1810,216.22,3.17
cemb_150_290,tabu-int,1840,218.03,3.25
cemb_150_290,tabu-int,1850,218.36,3.32
cemb_150_290,tabu-int,1875,223.67,3.40
cemb_150_290,tabu-int,1905,227.54,3.48
cemb_150_290,tabu-int,1920,228.87,3.56
cemb_150_290,tabu-int,1930,230.09,3.64
cemb_150_290,tabu-int,1950,234.70,3.73
cemb_150_290,tabu-int,1985,242.86,3.81
cemb_150_290,tabu-int,2035,247.42,3.90
cemb_150_290,tabu-int,2075,248.47,3.99
cemb_150_290,tabu-int,2115,257.85,4.08
cemb_150_290,tabu-int,2145,258.28,4.17
cemb_150_290,tabu-int,2185,267.74,4.26
cemb_150_290,tabu-int,2200,267.74,4.35
cemb_150_290,tabu-int,2230,269.22,4.44
cemb_150_290,tabu-int,2275,274.17,4.53
cemb_150_290,tabu-int,2315,282.31,4.62
cemb_150_290,tabu-int,2335,283.88,4.71
cemb_150_290,tabu-int,2375,288.45,4.82
cemb_150_290,tabu-int,2390,288.46,4.91
cemb_150_290,tabu-int,2390,287.39,5.12
cemb_150_290,tabu-int,2395,289.29,5.22
cemb_150_290,tabu-int,2395,287.41,5.31
cemb_150_290,tabu-int,2405,289.02,5.41
cemb_150_290,tabu-int,2420,289.85,5.50
cemb_150_290,tabu-int,2420,289.80,5.60
cemb_150_290,tabu-int,2420,289.07,5.70
cemb_150_290,tabu-int,2420,289.01,5.81
cemb_150_290,tabu-int,2420,288.88,5.91
cemb_150_290,tabu-int,2420,287.21,6.00
cemb_150_290,tabu-int,2430,289.98,6.10
cemb_150_290,tabu-int,2430,289.82,6.20
cemb_150_290,tabu-int,2430,289.03,6.29
cemb_150_290,tabu-int,2430,287.75,6.39
cemb_150_290,tabu-int,2430,286.51,6.49
cemb_150_290,tabu-int,2435,289.99,6.58
cemb_150_290,tabu-int,2435,285.87,6.68
cemb_150_290,tabu-int,2440,289.29,6.78
cemb_150_290,tabu-int,2440,286.53,6.88
cemb_150_290,tabu-int,2445,289.63,6.98
cemb_150_290,tabu-int,2445,289.49,7.09
cemb_150_290,tabu-int,2445,287.80,7.20
cemb_150_290,tabu-int,2450,289.12,7.29
cemb_150_290,tabu-int,2450,288.13,7.40
cemb_150_290,tabu-int,2450,287.77,7.50
cemb_150_290,tabu-int,2450,286.76,7.60
cemb_150_290,tabu-int,2465,289.77,7.70
cemb_150_290,tabu-int,2465,289.10,7.80
cemb_150_290,tabu-int,2465,288.91,7.91
cemb_150_290,tabu-int,2465,288.52,8.01
cemb_150_290,tabu-int,2465,287.69,8.11
cemb_150_290,tabu-int,2480,288.94,8.22
cemb_150_290,tabu-int,2480,288.23,8.32
cemb_150_290,tabu-int,2490,288.39,8.42
cemb_150_290,tabu-int,2520,289.68,8.53
cemb_150_290,tabu-int,2535,289.73,8.64
cemb_150_290,tabu-int,2565,289.73,8.75
cemb_150_290,tabu-int,2565,288.86,8.86
cemb_150_290,tabu-int,2595,289.66,8.97
cemb_150_290,tabu-int,2615,289.89,9.08
cemb_150_290,tabu-int,2615,289.57,9.21
cemb_150_290,tabu-int,2625,289.48,9.32
cemb_150_290,tabu-int,2655,289.71,9.43
cemb_150_290,tabu-int,2660,289.79,9.56
cemb_150_290,tabu-int,2665,289.87,9.72
