instance,config,score,dist,time
set_66_1_070,ilp,35,9.20,0.00
set_66_1_070,ilp,310,69.98,0.16
set_66_1_070,ilp,520,67.65,0.22
set_66_1_070,ilp,555,68.83,0.28
set_66_1_070,ilp,565,68.53,0.35
set_66_1_070,ilp,575,59.77,0.39
set_66_1_070,ilp,625,63.77,0.45
set_66_1_070,ilp,935,66.60,0.50
set_66_1_070,ilp,960,68.04,0.57
set_66_1_070,ilp,970,69.85,0.64
set_66_1_070,ilp,975,67.86,0.73
set_66_1_070,ilp,1030,68.44,0.85
set_66_1_070,ilp,1045,68.57,1.05
set_66_1_070,ilp,1050,68.94,1.56
set_66_1_070,ilp,1055,69.54,20.43
set_66_1_070,ilp,1060,69.74,26.59
set_66_1_070,ilp,1065,69.82,27.34
set_66_1_070,ilp,1070,69.89,28.57
set_66_1_070,ilp,1070,69.89,600.01
