instance,config,score,dist,time
tsiligirides_problem_1_budget_80,tabu,10,4.14,0.00
tsiligirides_problem_1_budget_80,tabu,15,6.87,0.12
tsiligirides_problem_1_budget_80,tabu,25,11.96,0.15
tsiligirides_problem_1_budget_80,tabu,35,14.81,0.18
tsiligirides_problem_1_budget_80,tabu,50,20.66,0.21
tsiligirides_problem_1_budget_80,tabu,65,24.33,0.24
tsiligirides_problem_1_budget_80,tabu,75,29.03,0.27
tsiligirides_problem_1_budget_80,tabu,85,30.91,0.31
tsiligirides_problem_1_budget_80,tabu,95,33.12,0.34
tsiligirides_problem_1_budget_80,tabu,100,34.95,0.38
tsiligirides_problem_1_budget_80,tabu,105,36.57,0.42
tsiligirides_problem_1_budget_80,tabu,115,39.80,0.45
tsiligirides_problem_1_budget_80,tabu,125,43.53,0.49
tsiligirides_problem_1_budget_80,tabu,130,46.40,0.53
tsiligirides_problem_1_budget_80,tabu,140,52.48,0.57
tsiligirides_problem_1_budget_80,tabu,155,56.94,0.61
tsiligirides_problem_1_budget_80,tabu,165,57.84,0.65
tsiligirides_problem_1_budget_80,tabu,170,59.52,0.70
tsiligirides_problem_1_budget_80,tabu,175,60.03,0.74
tsiligirides_problem_1_budget_80,tabu,185,63.48,0.79
tsiligirides_problem_1_budget_80,tabu,195,65.45,0.83
tsiligirides_problem_1_budget_80,tabu,205,68.93,0.88
tsiligirides_problem_1_budget_80,tabu,215,72.39,0.93
tsiligirides_problem_1_budget_80,tabu,230,76.31,0.98
tsiligirides_problem_1_budget_80,tabu,235,79.77,1.03
tsiligirides_problem_1_budget_80,tabu,235,79.01,1.13
tsiligirides_problem_1_budget_80,tabu,240,78.35,1.18
tsiligirides_problem_1_budget_80,tabu,245,79.93,1.23
tsiligirides_problem_1_budget_80,tabu,245,79.08,1.28
tsiligirides_problem_1_budget_80,tabu,255,79.77,1.33
tsiligirides_problem_1_budget_80,tabu,255,77.79,1.38
tsiligirides_problem_1_budget_80,tabu,260,79.76,1.44
tsiligirides_problem_1_budget_80,tabu,260,78.99,1.50
tsiligirides_problem_1_budget_80,tabu,260,78.86,1.55
