[constructive_heuristic] best sol improved: score=20, dist=107.82952984487727, Solution(n=300, next=[233, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=875, dist=249.14147415734257, Solution(n=300, next=[189, None, None, None, None, None, 61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, 183, None, None, None, None, None, None, None, None, 283, None, None, None, None, 130, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 110, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 38, None, None, None, None, 202, None, None, None, None, None, 212, None, None, None, None, None, None, 290, None, 139, 6, None, None, None, None, None, 213, 137, 24, None, None, None, None, 33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 128, 235, None, None, None, None, None, None, None, 299, None, None, None, None, None, 115, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 298, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 121, None, 138, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 265, None, None, None, None, None, None, 131, None, None, None, None, None, None, None, 174, None])
[local_search] best sol improved: score=885, dist=248.98303570404101, Solution(n=300, next=[189, None, None, None, None, None, 61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, 183, None, None, None, None, None, None, None, None, 283, None, None, None, None, 123, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 110, None, None, None, None, None, None, None, None, None, None, None, None, None, 202, None, None, None, None, None, None, None, None, None, None, None, None, 38, None, None, None, None, 169, None, None, None, None, None, 212, None, 24, None, None, None, None, 131, None, None, 6, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 128, 235, None, None, None, None, None, None, None, 299, None, None, None, None, None, 115, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 298, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 174, None])
[local_search] best sol improved: score=885, dist=248.776084457292, Solution(n=300, next=[189, None, None, None, None, None, 61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, None, 188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, 110, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, None, None, None, 38, None, None, None, None, 169, None, None, None, None, None, 212, None, None, None, None, None, None, 290, None, None, 6, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, 128, 235, None, None, None, None, None, None, None, None, None, None, None, None, 299, 115, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 298, None, None, None, None, None, None, None, None, None, None, 146, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 131, None, None, None, None, None, None, None, 174, None])
[local_search] best sol improved: score=890, dist=249.89687450527015, Solution(n=300, next=[87, None, None, None, None, None, 61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, None, 188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 110, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 116, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, None, None, None, 38, None, None, None, None, 169, 289, None, None, None, None, 212, None, None, None, None, None, None, 290, None, None, 6, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, 128, 235, None, None, None, None, None, None, None, None, None, None, None, None, 299, 115, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 298, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 189, 131, None, None, None, None, None, None, None, 174, None])
[local_search] best sol improved: score=905, dist=246.64457475400815, Solution(n=300, next=[87, None, None, None, None, None, 61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, None, None, 188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 110, None, None, None, 189, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, None, None, None, 38, None, None, None, None, 169, None, None, None, None, None, 212, None, None, None, None, None, None, 290, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, 128, 235, None, None, None, None, None, None, None, None, None, None, None, None, 299, 115, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 298, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 121, None, 138, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 265, None, None, None, None, None, None, 6, None, None, None, None, None, None, None, 174, None])
[local_search] best sol improved: score=925, dist=247.98580007440046, Solution(n=300, next=[87, None, None, None, None, None, 61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, None, None, 188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 110, None, None, None, 189, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, None, None, None, 38, None, None, None, None, 169, None, None, None, None, None, 212, None, None, None, None, None, None, 290, None, None, 6, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, 128, 235, None, None, None, None, None, None, None, None, None, None, None, None, 299, 115, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 298, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 121, None, 138, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 265, None, None, None, None, None, None, 131, None, None, None, None, None, None, None, 174, None])
[local_search] best sol improved: score=930, dist=249.69562475023994, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 265, None, None, 189, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 240, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 233, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, None, 235, None, None, None, None, None, None, None, None, None, None, None, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 33, None, 106, None, None, None, None, 105, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, 283, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=930, dist=248.55405487911767, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, 189, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 240, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 233, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, None, 235, None, None, None, None, None, None, None, None, None, None, None, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 33, None, 106, None, None, None, None, 105, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, 138, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 265, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=940, dist=249.85983213572598, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, 189, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 240, None, None, None, None, None, None, None, None, None, 202, None, None, None, None, None, None, None, 116, None, None, None, None, None, None, None, None, None, None, 289, None, None, None, None, 212, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 233, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, None, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 33, None, 261, None, None, None, None, 105, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=960, dist=249.07115060895012, Solution(n=300, next=[87, None, None, 240, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 3, None, None, None, None, None, None, None, None, None, 169, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, None, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 233, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 33, None, 106, None, None, None, None, 105, None, None, None, None, None, 97, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=960, dist=246.81478463759558, Solution(n=300, next=[87, None, None, 240, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 3, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, None, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 233, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 33, None, 106, None, None, None, None, 105, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=960, dist=246.66532669770746, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, 189, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 240, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, None, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, 22, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 106, None, None, None, None, 105, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 138, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=970, dist=249.46559001926875, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, None, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 227, None, None, None, None, None, None, None, None, 240, None, None, None, None, None, None, None, None, None, 169, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, 186, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, None, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 233, None, None, None, None, None, None, None, None, None, 22, 78, None, None, None, None, None, None, None, None, None, None, None, None, None, 122, None, None, None, None, None, 138, None, 106, None, None, None, None, 105, None, None, None, None, None, 97, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=970, dist=247.20922404791423, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, None, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 227, None, None, None, None, None, None, None, None, 240, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, 186, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, None, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 233, None, None, None, None, None, None, None, None, None, 22, 78, None, None, None, None, None, None, None, None, None, None, None, None, None, 122, None, None, None, None, None, 138, None, 106, None, None, None, None, 105, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=975, dist=249.87783441375842, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, None, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 227, None, None, None, None, None, None, None, None, 240, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, None, None, None, 116, 261, None, None, None, None, None, None, None, None, 202, 289, None, None, None, None, 212, 186, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, None, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, 263, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 233, None, None, None, None, None, None, None, None, None, 22, 78, None, None, None, None, None, None, None, None, None, None, None, None, None, 122, None, None, None, None, None, 138, None, 106, None, None, None, None, 105, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 146, None, 36, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=975, dist=249.33024420326146, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 227, None, None, None, None, None, None, None, None, 189, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, None, None, None, None, 261, None, None, None, None, None, None, None, None, 202, None, None, None, None, None, 212, 186, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, 263, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, 144, None, None, None, None, None, None, None, None, None, 22, 78, None, None, None, None, None, None, None, None, None, None, None, None, None, 122, None, None, None, None, None, None, None, 106, None, None, None, None, None, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, 121, None, 138, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 265, None, None, None, 146, None, None, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=985, dist=249.58088663814829, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 227, None, None, None, None, None, None, None, None, 189, None, None, None, None, None, None, None, None, None, 144, 274, None, None, None, None, None, None, None, 261, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 212, 98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 235, None, None, None, None, None, None, None, None, None, None, 122, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 22, 78, None, None, None, None, None, None, None, None, None, None, None, None, None, 186, None, None, None, None, None, None, None, 174, None, None, None, None, None, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, None, None, 138, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, 265, None, None, None, 146, None, None, None, None, None, None, None, None, None, None, 106, None])
[local_search] best sol improved: score=985, dist=246.38978131580743, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 227, None, None, None, None, None, None, None, None, 189, None, None, None, None, None, None, None, None, None, 144, 274, None, None, None, None, None, None, None, 261, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 212, 98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 97, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, 122, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 22, 78, None, None, None, None, None, None, None, None, None, None, None, None, None, 186, None, None, None, None, None, None, None, 106, None, None, None, None, None, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, None, None, 138, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, 265, None, None, None, 146, None, None, None, None, None, None, None, None, None, None, 235, None])
[local_search] best sol improved: score=990, dist=249.09825383604067, Solution(n=300, next=[87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 175, None, None, None, None, None, None, None, None, None, None, 283, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 246, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 227, None, None, None, None, None, None, None, None, 189, None, None, None, None, None, None, None, None, None, 144, 274, None, None, None, None, None, None, None, 261, None, None, None, None, None, None, None, None, 97, None, None, None, None, None, 212, 98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 213, 137, None, None, None, None, None, 33, None, 59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 115, None, None, None, None, 298, 174, None, None, None, None, None, None, None, None, None, None, 122, None, None, 287, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 22, 78, None, None, None, None, None, None, None, None, None, None, None, None, None, 186, None, None, None, None, None, None, None, 106, None, None, None, None, None, None, None, None, None, None, 169, None, None, None, None, None, None, 299, None, None, None, None, None, None, None, 253, None, None, None, None, None, None, None, None, None, None, None, None, 121, None, None, None, None, None, None, None, None, 138, None, None, None, 146, None, None, None, None, None, None, None, None, None, None, 235, None])
