instance,config,score,dist,time
cemb_150_140,tabu-int,45,23.60,0.00
cemb_150_140,tabu-int,85,23.62,0.08
cemb_150_140,tabu-int,125,23.73,0.10
cemb_150_140,tabu-int,175,25.02,0.12
cemb_150_140,tabu-int,205,25.91,0.15
cemb_150_140,tabu-int,210,26.39,0.18
cemb_150_140,tabu-int,235,29.58,0.20
cemb_150_140,tabu-int,260,30.96,0.23
cemb_150_140,tabu-int,310,37.44,0.26
cemb_150_140,tabu-int,325,37.67,0.28
cemb_150_140,tabu-int,350,40.93,0.31
cemb_150_140,tabu-int,390,45.71,0.35
cemb_150_140,tabu-int,410,46.73,0.38
cemb_150_140,tabu-int,445,47.70,0.41
cemb_150_140,tabu-int,460,49.06,0.45
cemb_150_140,tabu-int,510,55.41,0.48
cemb_150_140,tabu-int,555,57.79,0.52
cemb_150_140,tabu-int,590,59.16,0.55
cemb_150_140,tabu-int,635,63.72,0.59
cemb_150_140,tabu-int,665,66.45,0.63
cemb_150_140,tabu-int,715,71.97,0.67
cemb_150_140,tabu-int,765,78.55,0.71
cemb_150_140,tabu-int,785,78.69,0.75
cemb_150_140,tabu-int,830,86.04,0.79
cemb_150_140,tabu-int,845,87.24,0.83
cemb_150_140,tabu-int,855,88.10,0.88
cemb_150_140,tabu-int,870,89.66,0.92
cemb_150_140,tabu-int,895,92.98,0.97
cemb_150_140,tabu-int,900,93.10,1.01
cemb_150_140,tabu-int,950,97.22,1.06
cemb_150_140,tabu-int,985,102.68,1.11
cemb_150_140,tabu-int,1000,102.71,1.15
cemb_150_140,tabu-int,1050,110.52,1.20
cemb_150_140,tabu-int,1095,118.10,1.25
cemb_150_140,tabu-int,1110,118.16,1.30
cemb_150_140,tabu-int,1135,122.72,1.36
cemb_150_140,tabu-int,1150,124.35,1.41
cemb_150_140,tabu-int,1185,132.02,1.46
cemb_150_140,tabu-int,1190,132.03,1.52
cemb_150_140,tabu-int,1240,138.76,1.58
cemb_150_140,tabu-int,1245,139.87,1.63
cemb_150_140,tabu-int,1245,138.36,1.75
cemb_150_140,tabu-int,1245,137.70,1.81
cemb_150_140,tabu-int,1250,139.60,1.87
cemb_150_140,tabu-int,1250,138.61,1.92
cemb_150_140,tabu-int,1265,139.44,1.98
cemb_150_140,tabu-int,1270,139.93,2.05
cemb_150_140,tabu-int,1270,139.89,2.11
