instance,config,score,dist,time
cemb_300_450,ilp,50,148.99,0.01
cemb_300_450,ilp,480,154.98,1.24
cemb_300_450,ilp,535,178.71,1.61
cemb_300_450,ilp,690,193.81,1.88
cemb_300_450,ilp,720,260.97,2.48
cemb_300_450,ilp,775,310.10,3.12
cemb_300_450,ilp,805,323.17,3.42
cemb_300_450,ilp,815,312.10,3.54
cemb_300_450,ilp,830,322.71,3.66
cemb_300_450,ilp,835,315.54,3.76
cemb_300_450,ilp,940,308.20,3.86
cemb_300_450,ilp,1075,306.44,4.14
cemb_300_450,ilp,1110,314.29,4.64
cemb_300_450,ilp,1320,449.00,5.41
cemb_300_450,ilp,1340,445.40,6.48
cemb_300_450,ilp,1405,443.88,6.77
cemb_300_450,ilp,1415,443.90,7.79
cemb_300_450,ilp,1425,447.63,8.04
cemb_300_450,ilp,1435,443.31,8.42
cemb_300_450,ilp,1445,449.78,8.74
cemb_300_450,ilp,1455,449.97,21.74
cemb_300_450,ilp,1490,449.44,24.97
cemb_300_450,ilp,1495,450.00,42.48
cemb_300_450,ilp,1525,449.87,46.94
cemb_300_450,ilp,1535,448.94,47.07
