instance,config,score,dist,time
cemb_300_150,tabu-div,20,107.83,0.00
cemb_300_150,tabu-div,30,107.94,0.08
cemb_300_150,tabu-div,55,108.32,0.11
cemb_300_150,tabu-div,85,110.68,0.13
cemb_300_150,tabu-div,115,113.90,0.16
cemb_300_150,tabu-div,155,123.52,0.19
cemb_300_150,tabu-div,205,132.34,0.21
cemb_300_150,tabu-div,240,134.11,0.24
cemb_300_150,tabu-div,255,134.26,0.27
cemb_300_150,tabu-div,305,142.68,0.30
cemb_300_150,tabu-div,345,146.25,0.33
cemb_300_150,tabu-div,350,147.70,0.40
cemb_300_150,tabu-div,365,148.45,0.43
cemb_300_150,tabu-div,385,144.91,0.47
cemb_300_150,tabu-div,390,147.46,0.50
cemb_300_150,tabu-div,405,149.81,1.33
cemb_300_150,tabu-div,425,147.25,6.96
cemb_300_150,tabu-div,430,149.92,7.00
cemb_300_150,tabu-div,435,149.96,7.38
cemb_300_150,tabu-div,440,149.71,21.06
cemb_300_150,tabu-div,450,149.16,30.51
