instance,config,score,dist,time
cemb_150_290,tabu,45,23.60,0.00
cemb_150_290,tabu,85,23.62,0.08
cemb_150_290,tabu,125,23.73,0.11
cemb_150_290,tabu,175,25.02,0.13
cemb_150_290,tabu,205,25.91,0.16
cemb_150_290,tabu,210,26.39,0.19
cemb_150_290,tabu,235,29.58,0.21
cemb_150_290,tabu,260,30.96,0.24
cemb_150_290,tabu,310,37.44,0.27
cemb_150_290,tabu,325,37.67,0.30
cemb_150_290,tabu,350,40.93,0.33
cemb_150_290,tabu,390,45.71,0.36
cemb_150_290,tabu,410,46.73,0.39
cemb_150_290,tabu,445,47.70,0.42
cemb_150_290,tabu,460,49.06,0.46
cemb_150_290,tabu,510,55.41,0.49
cemb_150_290,tabu,555,57.79,0.53
cemb_150_290,tabu,590,59.16,0.56
cemb_150_290,tabu,635,63.72,0.60
cemb_150_290,tabu,665,66.45,0.64
cemb_150_290,tabu,715,71.97,0.68
cemb_150_290,tabu,765,78.55,0.72
cemb_150_290,tabu,785,78.69,0.76
cemb_150_290,tabu,830,86.04,0.80
cemb_150_290,tabu,845,87.24,0.84
cemb_150_290,tabu,855,88.10,0.88
cemb_150_290,tabu,870,89.66,0.93
cemb_150_290,tabu,895,92.98,0.97
cemb_150_290,tabu,900,93.10,1.02
cemb_150_290,tabu,950,97.22,1.07
cemb_150_290,tabu,985,102.68,1.11
cemb_150_290,tabu,1000,102.71,1.16
cemb_150_290,tabu,1050,110.52,1.21
cemb_150_290,tabu,1095,118.10,1.26
cemb_150_290,tabu,1110,118.16,1.31
cemb_150_290,tabu,1135,122.72,1.37
cemb_150_290,tabu,1150,124.35,1.42
cemb_150_290,tabu,1185,132.02,1.48
cemb_150_290,tabu,1190,132.03,1.53
cemb_150_290,tabu,1240,138.76,1.59
cemb_150_290,tabu,1285,146.26,1.64
cemb_150_290,tabu,1335,150.08,1.70
cemb_150_290,tabu,1340,150.44,1.76
cemb_150_290,tabu,1375,155.36,1.82
cemb_150_290,tabu,1400,159.06,1.88
cemb_150_290,tabu,1405,159.34,1.94
cemb_150_290,tabu,1410,160.45,2.01
cemb_150_290,tabu,1450,169.32,2.07
cemb_150_290,tabu,1455,169.36,2.14
cemb_150_290,tabu,1485,169.84,2.20
cemb_150_290,tabu,1525,176.86,2.26
cemb_150_290,tabu,1565,184.83,2.33
cemb_150_290,tabu,1575,184.86,2.40
cemb_150_290,tabu,1605,190.93,2.47
cemb_150_290,tabu,1645,197.39,2.54
cemb_150_290,tabu,1670,198.97,2.61
cemb_150_290,tabu,1695,201.40,2.68
cemb_150_290,tabu,1725,203.40,2.75
cemb_150_290,tabu,1740,205.53,2.82
cemb_150_290,tabu,1765,210.32,2.89
cemb_150_290,tabu,1775,210.36,2.97
cemb_150_290,tabu,1800,215.48,3.05
cemb_150_290,tabu,1810,216.22,3.12
cemb_150_290,tabu,1840,218.03,3.20
cemb_150_290,tabu,1850,218.36,3.27
cemb_150_290,tabu,1875,223.67,3.35
cemb_150_290,tabu,1905,227.54,3.43
cemb_150_290,tabu,1920,228.87,3.51
cemb_150_290,tabu,1930,230.09,3.59
cemb_150_290,tabu,1950,234.70,3.68
cemb_150_290,tabu,1985,242.86,3.76
cemb_150_290,tabu,2035,247.42,3.84
cemb_150_290,tabu,2075,248.47,3.92
cemb_150_290,tabu,2115,257.85,4.01
cemb_150_290,tabu,2145,258.28,4.09
cemb_150_290,tabu,2185,267.74,4.18
cemb_150_290,tabu,2200,267.74,4.27
cemb_150_290,tabu,2230,269.22,4.36
cemb_150_290,tabu,2275,274.17,4.44
cemb_150_290,tabu,2315,282.31,4.53
cemb_150_290,tabu,2335,283.88,4.63
cemb_150_290,tabu,2375,288.45,4.72
cemb_150_290,tabu,2390,288.46,4.81
cemb_150_290,tabu,2395,289.29,5.09
cemb_150_290,tabu,2405,289.02,5.28
cemb_150_290,tabu,2420,289.85,5.37
cemb_150_290,tabu,2430,289.98,5.96
cemb_150_290,tabu,2435,289.99,6.44
cemb_150_290,tabu,2440,289.29,6.63
cemb_150_290,tabu,2445,289.63,6.82
cemb_150_290,tabu,2450,289.12,7.12
cemb_150_290,tabu,2465,289.77,7.52
