instance,config,score,dist,time
tsiligirides_problem_3_budget_070,tabu,50,5.42,0.00
tsiligirides_problem_3_budget_070,tabu,60,5.42,0.09
tsiligirides_problem_3_budget_070,tabu,70,6.88,0.12
tsiligirides_problem_3_budget_070,tabu,80,8.10,0.15
tsiligirides_problem_3_budget_070,tabu,110,11.88,0.18
tsiligirides_problem_3_budget_070,tabu,130,12.98,0.21
tsiligirides_problem_3_budget_070,tabu,140,14.16,0.24
tsiligirides_problem_3_budget_070,tabu,190,20.62,0.28
tsiligirides_problem_3_budget_070,tabu,210,22.54,0.31
tsiligirides_problem_3_budget_070,tabu,240,24.71,0.35
tsiligirides_problem_3_budget_070,tabu,280,27.70,0.38
tsiligirides_problem_3_budget_070,tabu,320,31.70,0.42
tsiligirides_problem_3_budget_070,tabu,360,34.25,0.47
tsiligirides_problem_3_budget_070,tabu,380,37.12,0.51
tsiligirides_problem_3_budget_070,tabu,400,40.05,0.55
tsiligirides_problem_3_budget_070,tabu,450,48.14,0.59
tsiligirides_problem_3_budget_070,tabu,470,51.82,0.64
tsiligirides_problem_3_budget_070,tabu,490,53.72,0.68
tsiligirides_problem_3_budget_070,tabu,510,58.16,0.72
tsiligirides_problem_3_budget_070,tabu,520,60.31,0.77
tsiligirides_problem_3_budget_070,tabu,540,64.22,0.81
tsiligirides_problem_3_budget_070,tabu,550,64.76,0.86
tsiligirides_problem_3_budget_070,tabu,580,68.72,0.90
tsiligirides_problem_3_budget_070,tabu,600,69.44,0.96
tsiligirides_problem_3_budget_070,tabu,600,68.48,1.05
tsiligirides_problem_3_budget_070,tabu,600,67.14,1.10
tsiligirides_problem_3_budget_070,tabu,600,66.71,1.15
tsiligirides_problem_3_budget_070,tabu,620,69.89,1.20
tsiligirides_problem_3_budget_070,tabu,620,68.53,1.25
tsiligirides_problem_3_budget_070,tabu,620,68.10,1.30
tsiligirides_problem_3_budget_070,tabu,620,67.52,1.35
tsiligirides_problem_3_budget_070,tabu,620,65.81,1.41
tsiligirides_problem_3_budget_070,tabu,630,69.18,1.46
tsiligirides_problem_3_budget_070,tabu,630,68.79,1.51
tsiligirides_problem_3_budget_070,tabu,630,68.65,1.56
