instance,config,score,dist,time
tsiligirides_problem_2_budget_40,tabu,25,4.18,0.00
tsiligirides_problem_2_budget_40,tabu,35,4.29,0.08
tsiligirides_problem_2_budget_40,tabu,50,6.14,0.11
tsiligirides_problem_2_budget_40,tabu,60,6.57,0.14
tsiligirides_problem_2_budget_40,tabu,70,7.55,0.16
tsiligirides_problem_2_budget_40,tabu,90,10.13,0.19
tsiligirides_problem_2_budget_40,tabu,110,13.78,0.22
tsiligirides_problem_2_budget_40,tabu,130,15.65,0.25
tsiligirides_problem_2_budget_40,tabu,150,17.89,0.28
tsiligirides_problem_2_budget_40,tabu,170,20.72,0.32
tsiligirides_problem_2_budget_40,tabu,185,21.96,0.35
tsiligirides_problem_2_budget_40,tabu,200,22.22,0.38
tsiligirides_problem_2_budget_40,tabu,230,26.47,0.42
tsiligirides_problem_2_budget_40,tabu,260,31.56,0.45
tsiligirides_problem_2_budget_40,tabu,290,38.77,0.49
tsiligirides_problem_2_budget_40,tabu,300,39.59,0.57
tsiligirides_problem_2_budget_40,tabu,300,38.86,0.61
tsiligirides_problem_2_budget_40,tabu,320,39.73,0.65
tsiligirides_problem_2_budget_40,tabu,320,39.30,0.69
tsiligirides_problem_2_budget_40,tabu,320,38.12,0.73
tsiligirides_problem_2_budget_40,tabu,340,39.74,0.77
tsiligirides_problem_2_budget_40,tabu,350,39.04,0.81
tsiligirides_problem_2_budget_40,tabu,350,36.93,0.85
tsiligirides_problem_2_budget_40,tabu,370,38.91,0.89
