instance,config,score,dist,time
cemb_150_230,ilp,5,38.00,0.00
cemb_150_230,ilp,165,25.76,0.39
cemb_150_230,ilp,210,32.56,0.54
cemb_150_230,ilp,435,46.29,0.60
cemb_150_230,ilp,870,162.45,0.81
cemb_150_230,ilp,905,162.65,0.92
cemb_150_230,ilp,940,164.17,1.16
cemb_150_230,ilp,970,169.66,1.25
cemb_150_230,ilp,1100,178.07,1.38
cemb_150_230,ilp,1270,199.02,1.49
cemb_150_230,ilp,1310,202.70,1.65
cemb_150_230,ilp,1335,201.17,2.45
cemb_150_230,ilp,1380,205.62,2.81
cemb_150_230,ilp,1410,217.14,3.10
cemb_150_230,ilp,1565,227.89,3.24
cemb_150_230,ilp,1590,227.93,3.38
cemb_150_230,ilp,1615,229.65,3.51
cemb_150_230,ilp,1655,228.47,3.64
cemb_150_230,ilp,1665,227.77,3.83
cemb_150_230,ilp,1685,225.45,3.97
cemb_150_230,ilp,1695,225.17,4.18
cemb_150_230,ilp,1735,229.43,4.42
cemb_150_230,ilp,1860,229.06,4.64
cemb_150_230,ilp,1880,227.30,5.29
cemb_150_230,ilp,1885,229.20,8.70
cemb_150_230,ilp,1900,227.27,8.84
cemb_150_230,ilp,1925,225.33,8.98
cemb_150_230,ilp,1930,228.36,9.24
cemb_150_230,ilp,1950,229.16,9.57
cemb_150_230,ilp,1955,229.98,9.71
cemb_150_230,ilp,1995,226.92,9.85
cemb_150_230,ilp,2015,228.63,10.06
cemb_150_230,ilp,2045,229.32,14.25
cemb_150_230,ilp,2050,229.95,15.60
cemb_150_230,ilp,2055,228.86,15.78
cemb_150_230,ilp,2075,225.92,15.93
cemb_150_230,ilp,2080,229.42,17.38
cemb_150_230,ilp,2100,228.27,61.14
cemb_150_230,ilp,2110,227.17,61.92
cemb_150_230,ilp,2120,228.78,69.74
cemb_150_230,ilp,2135,229.39,71.61
cemb_150_230,ilp,2140,229.62,76.90
cemb_150_230,ilp,2155,228.77,81.37
cemb_150_230,ilp,2165,229.22,81.52
cemb_150_230,ilp,2170,229.30,166.81
cemb_150_230,ilp,2200,229.35,365.67
cemb_150_230,ilp,2210,229.69,457.45
