instance,config,score,dist,time
tsiligirides_problem_1_budget_50,tabu-int,10,4.14,0.00
tsiligirides_problem_1_budget_50,tabu-int,15,6.87,0.10
tsiligirides_problem_1_budget_50,tabu-int,25,11.96,0.14
tsiligirides_problem_1_budget_50,tabu-int,35,14.81,0.17
tsiligirides_problem_1_budget_50,tabu-int,50,20.66,0.20
tsiligirides_problem_1_budget_50,tabu-int,65,24.33,0.23
tsiligirides_problem_1_budget_50,tabu-int,75,29.03,0.27
tsiligirides_problem_1_budget_50,tabu-int,85,30.91,0.30
tsiligirides_problem_1_budget_50,tabu-int,95,33.12,0.34
tsiligirides_problem_1_budget_50,tabu-int,100,34.95,0.38
tsiligirides_problem_1_budget_50,tabu-int,105,36.57,0.41
tsiligirides_problem_1_budget_50,tabu-int,115,39.80,0.45
tsiligirides_problem_1_budget_50,tabu-int,125,43.53,0.49
tsiligirides_problem_1_budget_50,tabu-int,130,46.40,0.54
tsiligirides_problem_1_budget_50,tabu-int,135,49.98,0.62
tsiligirides_problem_1_budget_50,tabu-int,135,47.06,0.66
tsiligirides_problem_1_budget_50,tabu-int,140,48.25,0.70
tsiligirides_problem_1_budget_50,tabu-int,140,48.14,0.75
tsiligirides_problem_1_budget_50,tabu-int,150,49.98,0.80
tsiligirides_problem_1_budget_50,tabu-int,150,49.68,0.84
tsiligirides_problem_1_budget_50,tabu-int,150,49.68,0.89
tsiligirides_problem_1_budget_50,tabu-int,155,49.36,0.93
tsiligirides_problem_1_budget_50,tabu-int,155,49.11,0.98
