instance,config,score,dist,time
cemb_300_250,ilp,50,148.99,0.01
cemb_300_250,ilp,305,127.73,4.04
cemb_300_250,ilp,355,136.48,4.47
cemb_300_250,ilp,475,158.49,4.56
cemb_300_250,ilp,550,166.75,4.84
cemb_300_250,ilp,565,172.02,5.21
cemb_300_250,ilp,895,235.08,5.31
cemb_300_250,ilp,900,235.64,7.89
cemb_300_250,ilp,915,244.16,8.39
cemb_300_250,ilp,930,245.36,9.08
cemb_300_250,ilp,935,249.38,9.33
cemb_300_250,ilp,940,249.94,10.55
cemb_300_250,ilp,955,248.85,11.56
cemb_300_250,ilp,960,249.61,43.50
cemb_300_250,ilp,965,249.85,49.25
cemb_300_250,ilp,970,248.68,51.60
cemb_300_250,ilp,980,248.74,53.23
cemb_300_250,ilp,980,248.74,117.53
cemb_300_250,ilp,970,248.68,117.59
cemb_300_250,ilp,965,249.85,117.66
cemb_300_250,ilp,985,249.34,124.24
cemb_300_250,ilp,985,249.34,145.25
cemb_300_250,ilp,980,248.74,145.32
cemb_300_250,ilp,970,248.68,145.38
cemb_300_250,ilp,990,247.84,203.82
cemb_300_250,ilp,995,249.37,221.33
