instance,config,score,dist,time
tsiligirides_problem_3_budget_100,tabu-div,50,5.42,0.00
tsiligirides_problem_3_budget_100,tabu-div,60,5.42,0.11
tsiligirides_problem_3_budget_100,tabu-div,70,6.88,0.14
tsiligirides_problem_3_budget_100,tabu-div,80,8.10,0.17
tsiligirides_problem_3_budget_100,tabu-div,110,11.88,0.21
tsiligirides_problem_3_budget_100,tabu-div,130,12.98,0.24
tsiligirides_problem_3_budget_100,tabu-div,140,14.16,0.28
tsiligirides_problem_3_budget_100,tabu-div,190,20.62,0.31
tsiligirides_problem_3_budget_100,tabu-div,210,22.54,0.35
tsiligirides_problem_3_budget_100,tabu-div,240,24.71,0.39
tsiligirides_problem_3_budget_100,tabu-div,280,27.70,0.42
tsiligirides_problem_3_budget_100,tabu-div,320,31.70,0.46
tsiligirides_problem_3_budget_100,tabu-div,360,34.25,0.50
tsiligirides_problem_3_budget_100,tabu-div,380,37.12,0.54
tsiligirides_problem_3_budget_100,tabu-div,400,40.05,0.57
tsiligirides_problem_3_budget_100,tabu-div,450,48.14,0.61
tsiligirides_problem_3_budget_100,tabu-div,470,51.82,0.65
tsiligirides_problem_3_budget_100,tabu-div,490,53.72,0.70
tsiligirides_problem_3_budget_100,tabu-div,510,58.16,0.74
tsiligirides_problem_3_budget_100,tabu-div,520,60.31,0.79
tsiligirides_problem_3_budget_100,tabu-div,540,64.22,0.83
tsiligirides_problem_3_budget_100,tabu-div,550,64.76,0.88
tsiligirides_problem_3_budget_100,tabu-div,580,68.72,0.93
tsiligirides_problem_3_budget_100,tabu-div,600,69.44,0.98
tsiligirides_problem_3_budget_100,tabu-div,620,72.61,1.02
tsiligirides_problem_3_budget_100,tabu-div,650,79.04,1.08
tsiligirides_problem_3_budget_100,tabu-div,680,84.55,1.14
tsiligirides_problem_3_budget_100,tabu-div,710,88.74,1.19
tsiligirides_problem_3_budget_100,tabu-div,750,95.41,1.25
tsiligirides_problem_3_budget_100,tabu-div,760,99.69,1.31
tsiligirides_problem_3_budget_100,tabu-div,770,99.31,1.77
tsiligirides_problem_3_budget_100,tabu-div,800,99.48,1.88
