instance,config,score,dist,time
tsiligirides_problem_1_budget_50,tabu,10,4.14,0.00
tsiligirides_problem_1_budget_50,tabu,15,6.87,0.10
tsiligirides_problem_1_budget_50,tabu,25,11.96,0.13
tsiligirides_problem_1_budget_50,tabu,35,14.81,0.16
tsiligirides_problem_1_budget_50,tabu,50,20.66,0.19
tsiligirides_problem_1_budget_50,tabu,65,24.33,0.22
tsiligirides_problem_1_budget_50,tabu,75,29.03,0.25
tsiligirides_problem_1_budget_50,tabu,85,30.91,0.29
tsiligirides_problem_1_budget_50,tabu,95,33.12,0.33
tsiligirides_problem_1_budget_50,tabu,100,34.95,0.36
tsiligirides_problem_1_budget_50,tabu,105,36.57,0.40
tsiligirides_problem_1_budget_50,tabu,115,39.80,0.44
tsiligirides_problem_1_budget_50,tabu,125,43.53,0.48
tsiligirides_problem_1_budget_50,tabu,130,46.40,0.53
tsiligirides_problem_1_budget_50,tabu,135,49.98,0.61
tsiligirides_problem_1_budget_50,tabu,135,47.06,0.66
tsiligirides_problem_1_budget_50,tabu,140,48.25,0.70
