instance,config,score,dist,time
cemb_150_140,tabu-div,45,23.60,0.00
cemb_150_140,tabu-div,85,23.62,0.08
cemb_150_140,tabu-div,125,23.73,0.10
cemb_150_140,tabu-div,175,25.02,0.13
cemb_150_140,tabu-div,205,25.91,0.15
cemb_150_140,tabu-div,210,26.39,0.18
cemb_150_140,tabu-div,235,29.58,0.21
cemb_150_140,tabu-div,260,30.96,0.24
cemb_150_140,tabu-div,310,37.44,0.27
cemb_150_140,tabu-div,325,37.67,0.30
cemb_150_140,tabu-div,350,40.93,0.33
cemb_150_140,tabu-div,390,45.71,0.36
cemb_150_140,tabu-div,410,46.73,0.39
cemb_150_140,tabu-div,445,47.70,0.43
cemb_150_140,tabu-div,460,49.06,0.46
cemb_150_140,tabu-div,510,55.41,0.49
cemb_150_140,tabu-div,555,57.79,0.53
cemb_150_140,tabu-div,590,59.16,0.56
cemb_150_140,tabu-div,635,63.72,0.60
cemb_150_140,tabu-div,665,66.45,0.64
cemb_150_140,tabu-div,715,71.97,0.68
cemb_150_140,tabu-div,765,78.55,0.72
cemb_150_140,tabu-div,785,78.69,0.76
cemb_150_140,tabu-div,830,86.04,0.81
cemb_150_140,tabu-div,845,87.24,0.85
cemb_150_140,tabu-div,855,88.10,0.89
cemb_150_140,tabu-div,870,89.66,0.94
cemb_150_140,tabu-div,895,92.98,0.98
cemb_150_140,tabu-div,900,93.10,1.03
cemb_150_140,tabu-div,950,97.22,1.08
cemb_150_140,tabu-div,985,102.68,1.12
cemb_150_140,tabu-div,1000,102.71,1.17
cemb_150_140,tabu-div,1050,110.52,1.22
cemb_150_140,tabu-div,1095,118.10,1.27
cemb_150_140,tabu-div,1110,118.16,1.33
cemb_150_140,tabu-div,1135,122.72,1.38
cemb_150_140,tabu-div,1150,124.35,1.43
cemb_150_140,tabu-div,1185,132.02,1.49
cemb_150_140,tabu-div,1190,132.03,1.54
cemb_150_140,tabu-div,1240,138.76,1.59
cemb_150_140,tabu-div,1245,139.87,1.65
cemb_150_140,tabu-div,1250,139.60,1.88
cemb_150_140,tabu-div,1265,139.44,1.99
cemb_150_140,tabu-div,1275,139.15,2.55
cemb_150_140,tabu-div,1280,139.99,2.61
cemb_150_140,tabu-div,1285,138.92,3.34
cemb_150_140,tabu-div,1305,139.92,3.40
cemb_150_140,tabu-div,1315,138.92,3.51
cemb_150_140,tabu-div,1320,139.60,3.73
cemb_150_140,tabu-div,1340,139.62,3.89
cemb_150_140,tabu-div,1380,139.50,4.01
cemb_150_140,tabu-div,1390,139.34,4.86
cemb_150_140,tabu-div,1395,139.33,4.92
cemb_150_140,tabu-div,1405,139.13,6.88
cemb_150_140,tabu-div,1415,139.54,12.27
cemb_150_140,tabu-div,1420,139.71,19.57
cemb_150_140,tabu-div,1425,139.27,64.60
cemb_150_140,tabu-div,1430,139.76,64.66
cemb_150_140,tabu-div,1445,139.59,68.53
cemb_150_140,tabu-div,1450,139.91,83.95
cemb_150_140,tabu-div,1455,139.91,94.15
