instance,config,score,dist,time
cemb_300_150,tabu-int,20,107.83,0.00
cemb_300_150,tabu-int,30,107.94,0.08
cemb_300_150,tabu-int,55,108.32,0.10
cemb_300_150,tabu-int,85,110.68,0.13
cemb_300_150,tabu-int,115,113.90,0.16
cemb_300_150,tabu-int,155,123.52,0.18
cemb_300_150,tabu-int,205,132.34,0.21
cemb_300_150,tabu-int,240,134.11,0.24
cemb_300_150,tabu-int,255,134.26,0.27
cemb_300_150,tabu-int,305,142.68,0.30
cemb_300_150,tabu-int,345,146.25,0.33
cemb_300_150,tabu-int,350,147.70,0.41
cemb_300_150,tabu-int,365,148.45,0.44
cemb_300_150,tabu-int,385,144.91,0.47
cemb_300_150,tabu-int,390,147.46,0.51
cemb_300_150,tabu-int,400,149.54,0.87
cemb_300_150,tabu-int,400,147.36,0.91
cemb_300_150,tabu-int,405,149.81,0.94
cemb_300_150,tabu-int,425,149.17,0.98
